cell_type,MultiK,ChooseR,MultiK + scVI,MultiK + Scanpy,MultiK + elbow,ChooseR + scVI,ChooseR + Scanpy,ChooseR + elbow,MultiK + scLENS,ChooseR + scLENS
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,0,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,1,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
b-cells,2,0,0,0,0,0,0,0,0,0
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,0,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,1,2,2,2,2,2,2,3,2,2
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,1,2,3,2,3,2,2,4,2,2
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,1,1,4,2,3,1,2,4,2,2
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
cd14-monocytes,3,1,1,1,1,1,1,2,1,1
